unit_rental_key;unit_name;unit_rent_label;unit_beds;unit_baths;unit_sq_ft;unit_availability;unit_floorplan_image;property_listing_id;property_url;property_street_address;property_country_code;property_title;property_full_address;property_management;property_image;property_pricing_range;property_bed_range;property_phone_number;property_amenities;property_type;property_monthly_rent;property_bedrooms;property_bathrooms;property_square_feet;property_description;property_website;property_fees;property_latitude;property_longitude;distance_to_campus
71etbzy;2 bed 2 bath;$1,795;2 beds;2 baths; 1546 sq ft;2 Available units;https://images1.apartments.com/i2/NthdfrbRLWr92MIrA2cvbgeiyWl7q5Y4MZQaO6GkHVc/105/image.jpg?p=1;0kcc4t0;https://www.apartments.com/brickwork-properties-communities-state-college-pa/0kcc4t0/;626 S Pugh St;US;Brickwork Properties Communities;626 S Pugh St, State College, PA 16801;;;$1,161 - $8,295;Studio - 6 Beds;(814) 996-6927;['Pets Allowed', 'Dishwasher', 'Kitchen', 'In Unit Washer & Dryer', 'Balcony', 'Microwave'];;$1,161 - $8,295;Studio - 6 bd;1 - 3 ba;355 - 2,400 sq ft;"Welcome to your new home in State College!

Our apartments are thoughtfully designed to meet the needs of today’s students, providing the perfect mix of comfort, convenience, and community. Whether you’re a Penn State student, faculty member, or retiree, our prime location places you just minutes from campus, local dining, shopping, and vibrant nightlife.

What We Offer:
•	Fully Furnished Options: Many units come move-in ready with stylish furniture, modern appliances, and high-speed internet.
•	Spacious Layouts: Choose from a variety of floor plans, including cozy studios to large multi-bedroom options, all designed to support a comfortable and productive living environment.
•	Prime Location: Walk or bike to Penn State University and enjoy easy access to all that downtown State College has to offer.
•	Safety and Security: On-site management, responsive 24-7 maintenance, and a safe & secure building to ensure your peace of mind. 

Don’t miss out on affordable, high-quality housing that’s as dynamic as your lifestyle. Schedule a tour today to see why our apartments are the perfect place to call home in State College!!";http://www.brickworkproperties.com/;"Administrative Fee: $0
Application Fee: $50
";40.79114;-77.8535;0.7075743646425644
ee78xhm;3 Bedroom 2 Bath;$4,185;3 beds;2 baths; 1471 sq ft;4 Available units;https://images1.apartments.com/i2/JIMmq0d1AcdIi_qBnp7yLY99tkhYVnAIrK2G0dfLZA4/105/image.jpg?p=1;0kcc4t0;https://www.apartments.com/brickwork-properties-communities-state-college-pa/0kcc4t0/;626 S Pugh St;US;Brickwork Properties Communities;626 S Pugh St, State College, PA 16801;;;$1,161 - $8,295;Studio - 6 Beds;(814) 996-6927;['Pets Allowed', 'Dishwasher', 'Kitchen', 'In Unit Washer & Dryer', 'Balcony', 'Microwave'];;$1,161 - $8,295;Studio - 6 bd;1 - 3 ba;355 - 2,400 sq ft;"Welcome to your new home in State College!

Our apartments are thoughtfully designed to meet the needs of today’s students, providing the perfect mix of comfort, convenience, and community. Whether you’re a Penn State student, faculty member, or retiree, our prime location places you just minutes from campus, local dining, shopping, and vibrant nightlife.

What We Offer:
•	Fully Furnished Options: Many units come move-in ready with stylish furniture, modern appliances, and high-speed internet.
•	Spacious Layouts: Choose from a variety of floor plans, including cozy studios to large multi-bedroom options, all designed to support a comfortable and productive living environment.
•	Prime Location: Walk or bike to Penn State University and enjoy easy access to all that downtown State College has to offer.
•	Safety and Security: On-site management, responsive 24-7 maintenance, and a safe & secure building to ensure your peace of mind. 

Don’t miss out on affordable, high-quality housing that’s as dynamic as your lifestyle. Schedule a tour today to see why our apartments are the perfect place to call home in State College!!";http://www.brickworkproperties.com/;"Administrative Fee: $0
Application Fee: $50
";40.79114;-77.8535;0.7075743646425644
q2shfgy;7 Bedroom 3 Bath;$8,295;6 beds;3 baths;2400 sq ft;1 Available unit;https://images1.apartments.com/i2/uhAog2IgkdHw1Ry2eyRKKHnEN3m9U39MiyQTfZxYrdo/105/image.jpg?p=1;0kcc4t0;https://www.apartments.com/brickwork-properties-communities-state-college-pa/0kcc4t0/;626 S Pugh St;US;Brickwork Properties Communities;626 S Pugh St, State College, PA 16801;;;$1,161 - $8,295;Studio - 6 Beds;(814) 996-6927;['Pets Allowed', 'Dishwasher', 'Kitchen', 'In Unit Washer & Dryer', 'Balcony', 'Microwave'];;$1,161 - $8,295;Studio - 6 bd;1 - 3 ba;355 - 2,400 sq ft;"Welcome to your new home in State College!

Our apartments are thoughtfully designed to meet the needs of today’s students, providing the perfect mix of comfort, convenience, and community. Whether you’re a Penn State student, faculty member, or retiree, our prime location places you just minutes from campus, local dining, shopping, and vibrant nightlife.

What We Offer:
•	Fully Furnished Options: Many units come move-in ready with stylish furniture, modern appliances, and high-speed internet.
•	Spacious Layouts: Choose from a variety of floor plans, including cozy studios to large multi-bedroom options, all designed to support a comfortable and productive living environment.
•	Prime Location: Walk or bike to Penn State University and enjoy easy access to all that downtown State College has to offer.
•	Safety and Security: On-site management, responsive 24-7 maintenance, and a safe & secure building to ensure your peace of mind. 

Don’t miss out on affordable, high-quality housing that’s as dynamic as your lifestyle. Schedule a tour today to see why our apartments are the perfect place to call home in State College!!";http://www.brickworkproperties.com/;"Administrative Fee: $0
Application Fee: $50
";40.79114;-77.8535;0.7075743646425644
p3eyy6t;I bedroom -Duo  shared;$1,320;1 bed;1 bath; 597 sq ft;;;eqd16jn;https://www.apartments.com/the-canyon-state-college-pa/eqd16jn/;309 E Beaver Ave;US;The Canyon;309 E Beaver Ave, State College, PA 16801;Core Spaces;;$1,050 - $2,025;1-3 Beds;(814) 531-8241;['Pets Allowed', 'Fitness Center', 'Maintenance on site', 'High-Speed Internet', 'Business Center', 'Elevator', 'Laundry Facilities'];;$1,050 - $2,025;1 - 3 bd;1 - 2 ba;300 - 1,150 sq ft;The Canyon provides off campus apartments in State College, PA, conveniently located less than 170 steps from Penn State Campus. We offer fully furnished, pet friendly units with on-site gyms, study areas, printing, computers and parking for an additional cost. The Canyon holds weekly resident events to make this place feel like your home away from home not to mention we setup a free coffee and breakfast bar every morning for all residents to enjoy! Electronic keys, 24-7 maintenance, open 6 days a week, and online services are all in place for additional resident convenience.;https://www.livethecanyon.com/;"Utility - Electric: $25
";40.79599;-77.85722;0.4108375157749441
s7cl194;One Bedroom-Single Private;$1,950;1 bed;1 bath; 520 sq ft;;;eqd16jn;https://www.apartments.com/the-canyon-state-college-pa/eqd16jn/;309 E Beaver Ave;US;The Canyon;309 E Beaver Ave, State College, PA 16801;Core Spaces;;$1,050 - $2,025;1-3 Beds;(814) 531-8241;['Pets Allowed', 'Fitness Center', 'Maintenance on site', 'High-Speed Internet', 'Business Center', 'Elevator', 'Laundry Facilities'];;$1,050 - $2,025;1 - 3 bd;1 - 2 ba;300 - 1,150 sq ft;The Canyon provides off campus apartments in State College, PA, conveniently located less than 170 steps from Penn State Campus. We offer fully furnished, pet friendly units with on-site gyms, study areas, printing, computers and parking for an additional cost. The Canyon holds weekly resident events to make this place feel like your home away from home not to mention we setup a free coffee and breakfast bar every morning for all residents to enjoy! Electronic keys, 24-7 maintenance, open 6 days a week, and online services are all in place for additional resident convenience.;https://www.livethecanyon.com/;"Utility - Electric: $25
";40.79599;-77.85722;0.4108375157749441
kh1txec;Studio;$2,025;1 bed;1 bath; 412 sq ft;;;eqd16jn;https://www.apartments.com/the-canyon-state-college-pa/eqd16jn/;309 E Beaver Ave;US;The Canyon;309 E Beaver Ave, State College, PA 16801;Core Spaces;;$1,050 - $2,025;1-3 Beds;(814) 531-8241;['Pets Allowed', 'Fitness Center', 'Maintenance on site', 'High-Speed Internet', 'Business Center', 'Elevator', 'Laundry Facilities'];;$1,050 - $2,025;1 - 3 bd;1 - 2 ba;300 - 1,150 sq ft;The Canyon provides off campus apartments in State College, PA, conveniently located less than 170 steps from Penn State Campus. We offer fully furnished, pet friendly units with on-site gyms, study areas, printing, computers and parking for an additional cost. The Canyon holds weekly resident events to make this place feel like your home away from home not to mention we setup a free coffee and breakfast bar every morning for all residents to enjoy! Electronic keys, 24-7 maintenance, open 6 days a week, and online services are all in place for additional resident convenience.;https://www.livethecanyon.com/;"Utility - Electric: $25
";40.79599;-77.85722;0.4108375157749441
j1kv7z6;BasicTwo Bedroom;$1,075;2 beds;1 bath; 750 sq ft;;;eqd16jn;https://www.apartments.com/the-canyon-state-college-pa/eqd16jn/;309 E Beaver Ave;US;The Canyon;309 E Beaver Ave, State College, PA 16801;Core Spaces;;$1,050 - $2,025;1-3 Beds;(814) 531-8241;['Pets Allowed', 'Fitness Center', 'Maintenance on site', 'High-Speed Internet', 'Business Center', 'Elevator', 'Laundry Facilities'];;$1,050 - $2,025;1 - 3 bd;1 - 2 ba;300 - 1,150 sq ft;The Canyon provides off campus apartments in State College, PA, conveniently located less than 170 steps from Penn State Campus. We offer fully furnished, pet friendly units with on-site gyms, study areas, printing, computers and parking for an additional cost. The Canyon holds weekly resident events to make this place feel like your home away from home not to mention we setup a free coffee and breakfast bar every morning for all residents to enjoy! Electronic keys, 24-7 maintenance, open 6 days a week, and online services are all in place for additional resident convenience.;https://www.livethecanyon.com/;"Utility - Electric: $25
";40.79599;-77.85722;0.4108375157749441
b6ftrtb;Standard Two Bedroom;$1,075;2 beds;1 bath; 765 sq ft;;;eqd16jn;https://www.apartments.com/the-canyon-state-college-pa/eqd16jn/;309 E Beaver Ave;US;The Canyon;309 E Beaver Ave, State College, PA 16801;Core Spaces;;$1,050 - $2,025;1-3 Beds;(814) 531-8241;['Pets Allowed', 'Fitness Center', 'Maintenance on site', 'High-Speed Internet', 'Business Center', 'Elevator', 'Laundry Facilities'];;$1,050 - $2,025;1 - 3 bd;1 - 2 ba;300 - 1,150 sq ft;The Canyon provides off campus apartments in State College, PA, conveniently located less than 170 steps from Penn State Campus. We offer fully furnished, pet friendly units with on-site gyms, study areas, printing, computers and parking for an additional cost. The Canyon holds weekly resident events to make this place feel like your home away from home not to mention we setup a free coffee and breakfast bar every morning for all residents to enjoy! Electronic keys, 24-7 maintenance, open 6 days a week, and online services are all in place for additional resident convenience.;https://www.livethecanyon.com/;"Utility - Electric: $25
";40.79599;-77.85722;0.4108375157749441
8zy0bf1;2 bedroom standard duo;$1,150;2 beds;2 baths; 975 sq ft;;;eqd16jn;https://www.apartments.com/the-canyon-state-college-pa/eqd16jn/;309 E Beaver Ave;US;The Canyon;309 E Beaver Ave, State College, PA 16801;Core Spaces;;$1,050 - $2,025;1-3 Beds;(814) 531-8241;['Pets Allowed', 'Fitness Center', 'Maintenance on site', 'High-Speed Internet', 'Business Center', 'Elevator', 'Laundry Facilities'];;$1,050 - $2,025;1 - 3 bd;1 - 2 ba;300 - 1,150 sq ft;The Canyon provides off campus apartments in State College, PA, conveniently located less than 170 steps from Penn State Campus. We offer fully furnished, pet friendly units with on-site gyms, study areas, printing, computers and parking for an additional cost. The Canyon holds weekly resident events to make this place feel like your home away from home not to mention we setup a free coffee and breakfast bar every morning for all residents to enjoy! Electronic keys, 24-7 maintenance, open 6 days a week, and online services are all in place for additional resident convenience.;https://www.livethecanyon.com/;"Utility - Electric: $25
";40.79599;-77.85722;0.4108375157749441
dk3ph9l;Two Bed/2Bath;$1,165;2 beds;2 baths; 1069 sq ft;;;eqd16jn;https://www.apartments.com/the-canyon-state-college-pa/eqd16jn/;309 E Beaver Ave;US;The Canyon;309 E Beaver Ave, State College, PA 16801;Core Spaces;;$1,050 - $2,025;1-3 Beds;(814) 531-8241;['Pets Allowed', 'Fitness Center', 'Maintenance on site', 'High-Speed Internet', 'Business Center', 'Elevator', 'Laundry Facilities'];;$1,050 - $2,025;1 - 3 bd;1 - 2 ba;300 - 1,150 sq ft;The Canyon provides off campus apartments in State College, PA, conveniently located less than 170 steps from Penn State Campus. We offer fully furnished, pet friendly units with on-site gyms, study areas, printing, computers and parking for an additional cost. The Canyon holds weekly resident events to make this place feel like your home away from home not to mention we setup a free coffee and breakfast bar every morning for all residents to enjoy! Electronic keys, 24-7 maintenance, open 6 days a week, and online services are all in place for additional resident convenience.;https://www.livethecanyon.com/;"Utility - Electric: $25
";40.79599;-77.85722;0.4108375157749441
j46v275;Deluxe Two Bedroom;$1,950;2 beds;1 bath; 739 sq ft;;;eqd16jn;https://www.apartments.com/the-canyon-state-college-pa/eqd16jn/;309 E Beaver Ave;US;The Canyon;309 E Beaver Ave, State College, PA 16801;Core Spaces;;$1,050 - $2,025;1-3 Beds;(814) 531-8241;['Pets Allowed', 'Fitness Center', 'Maintenance on site', 'High-Speed Internet', 'Business Center', 'Elevator', 'Laundry Facilities'];;$1,050 - $2,025;1 - 3 bd;1 - 2 ba;300 - 1,150 sq ft;The Canyon provides off campus apartments in State College, PA, conveniently located less than 170 steps from Penn State Campus. We offer fully furnished, pet friendly units with on-site gyms, study areas, printing, computers and parking for an additional cost. The Canyon holds weekly resident events to make this place feel like your home away from home not to mention we setup a free coffee and breakfast bar every morning for all residents to enjoy! Electronic keys, 24-7 maintenance, open 6 days a week, and online services are all in place for additional resident convenience.;https://www.livethecanyon.com/;"Utility - Electric: $25
";40.79599;-77.85722;0.4108375157749441
6zpw5pr;Three Bed/2 Bath;$1,575;3 beds;2 baths; 1150 sq ft;;;eqd16jn;https://www.apartments.com/the-canyon-state-college-pa/eqd16jn/;309 E Beaver Ave;US;The Canyon;309 E Beaver Ave, State College, PA 16801;Core Spaces;;$1,050 - $2,025;1-3 Beds;(814) 531-8241;['Pets Allowed', 'Fitness Center', 'Maintenance on site', 'High-Speed Internet', 'Business Center', 'Elevator', 'Laundry Facilities'];;$1,050 - $2,025;1 - 3 bd;1 - 2 ba;300 - 1,150 sq ft;The Canyon provides off campus apartments in State College, PA, conveniently located less than 170 steps from Penn State Campus. We offer fully furnished, pet friendly units with on-site gyms, study areas, printing, computers and parking for an additional cost. The Canyon holds weekly resident events to make this place feel like your home away from home not to mention we setup a free coffee and breakfast bar every morning for all residents to enjoy! Electronic keys, 24-7 maintenance, open 6 days a week, and online services are all in place for additional resident convenience.;https://www.livethecanyon.com/;"Utility - Electric: $25
";40.79599;-77.85722;0.4108375157749441
v1k4cxd;Studio;$1,524;;1 bath;621 sq ft;1 Available unit;https://images1.apartments.com/i2/m1wcvAtOo0bVuzUs9dQB1dbzc8Objmpp_UQw6IDYUBQ/105/image.jpg?p=1;yjlw8bt;https://www.apartments.com/briarwood-apartments-and-townhomes-state-college-pa/yjlw8bt/;679-A Waupelani Dr;US;Briarwood Apartments and Townhomes;679-A Waupelani Dr, State College, PA 16801;Morgan Properties;;$1,234 - $1,524;Studio - 4 Beds;(814) 808-0530;;;$1,234 - $1,524;Studio - 4 bd;1 - 2.5 ba;621 - 2,050 sq ft;A professionally landscaped and lavish courtyard boasting the natural rise and fall of grassy knolls, sparkling duck ponds, and mature willow shade trees create the tranquil atmosphere at Briarwood Apartments, located in State College, PA.  Quality, care, and convenience are apparent throughout the Briarwood community.  With wall to wall carpeting, private patios or balconies, generous closet space and fully equipped kitchens with refrigerator, range, dishwasher, and disposal, Briarwood is the ideal home for you.  Enjoy the conveniences of ample free parking, emergency maintenance service 24-hours a day, 7 days a week and four renovated clothes care centers.  Recreation becomes a priority at Briarwoods lively Amenity Park, featuring Sundeck, Grill Area, Bark Park and Play Area and soon to include brand new Outdoor Health and Fitness Stations and Volleyball Court.  Just a mile and a half south of the Penn State University Campus and directly across the street from the State College YMCA and South Hills School of Business and Technology, Briarwood is in a premier location convenient to shopping, schools, and entertainment.  With local bus service coming into Briarwood, all your needs are just minutes away.  The apartments at Briarwood were designed for maximum variety. Whether your need is for a cozy efficiency, a spacious three level four bedroom, or somewhere in between, youll find a home that exceeds your expectations at Briarwood.  We are committed to excellence and resident satisfaction and look forward to welcoming you home at Briarwood Apartments!;https://www.morgan-properties.com/apartments/pa/state-college/briarwood/?utm_source=apartments.com&utm_medium=paid;"Monthly pet rent: $30
One time Fee: $200
Pet deposit: $0
Weight limit: 170 lb
Pet Limit: 2
";40.77304;-77.85604;1.683868720230404
zn20gyz;Two Bedroom 1 Bath - 870 sqft;$1,514;2 beds;1 bath;870 sq ft;2 Available units;https://images1.apartments.com/i2/BYlwq58kWrZEzfyQzRj4bomJ1XahjnZ2lITxJlMlkHY/105/image.jpg?p=1;yjlw8bt;https://www.apartments.com/briarwood-apartments-and-townhomes-state-college-pa/yjlw8bt/;679-A Waupelani Dr;US;Briarwood Apartments and Townhomes;679-A Waupelani Dr, State College, PA 16801;Morgan Properties;;$1,234 - $1,524;Studio - 4 Beds;(814) 808-0530;;;$1,234 - $1,524;Studio - 4 bd;1 - 2.5 ba;621 - 2,050 sq ft;A professionally landscaped and lavish courtyard boasting the natural rise and fall of grassy knolls, sparkling duck ponds, and mature willow shade trees create the tranquil atmosphere at Briarwood Apartments, located in State College, PA.  Quality, care, and convenience are apparent throughout the Briarwood community.  With wall to wall carpeting, private patios or balconies, generous closet space and fully equipped kitchens with refrigerator, range, dishwasher, and disposal, Briarwood is the ideal home for you.  Enjoy the conveniences of ample free parking, emergency maintenance service 24-hours a day, 7 days a week and four renovated clothes care centers.  Recreation becomes a priority at Briarwoods lively Amenity Park, featuring Sundeck, Grill Area, Bark Park and Play Area and soon to include brand new Outdoor Health and Fitness Stations and Volleyball Court.  Just a mile and a half south of the Penn State University Campus and directly across the street from the State College YMCA and South Hills School of Business and Technology, Briarwood is in a premier location convenient to shopping, schools, and entertainment.  With local bus service coming into Briarwood, all your needs are just minutes away.  The apartments at Briarwood were designed for maximum variety. Whether your need is for a cozy efficiency, a spacious three level four bedroom, or somewhere in between, youll find a home that exceeds your expectations at Briarwood.  We are committed to excellence and resident satisfaction and look forward to welcoming you home at Briarwood Apartments!;https://www.morgan-properties.com/apartments/pa/state-college/briarwood/?utm_source=apartments.com&utm_medium=paid;"Monthly pet rent: $30
One time Fee: $200
Pet deposit: $0
Weight limit: 170 lb
Pet Limit: 2
";40.77304;-77.85604;1.683868720230404
2e277j9;One Bedroom- 810 sqft;Call for Rent;1 bed;1 bath;810 sq ft;;https://images1.apartments.com/i2/KtzRQGcMiUBVku5N7F4HvonieLdwZ53DwMPPWalD_HI/105/image.jpg?p=1;yjlw8bt;https://www.apartments.com/briarwood-apartments-and-townhomes-state-college-pa/yjlw8bt/;679-A Waupelani Dr;US;Briarwood Apartments and Townhomes;679-A Waupelani Dr, State College, PA 16801;Morgan Properties;;$1,234 - $1,524;Studio - 4 Beds;(814) 808-0530;;;$1,234 - $1,524;Studio - 4 bd;1 - 2.5 ba;621 - 2,050 sq ft;A professionally landscaped and lavish courtyard boasting the natural rise and fall of grassy knolls, sparkling duck ponds, and mature willow shade trees create the tranquil atmosphere at Briarwood Apartments, located in State College, PA.  Quality, care, and convenience are apparent throughout the Briarwood community.  With wall to wall carpeting, private patios or balconies, generous closet space and fully equipped kitchens with refrigerator, range, dishwasher, and disposal, Briarwood is the ideal home for you.  Enjoy the conveniences of ample free parking, emergency maintenance service 24-hours a day, 7 days a week and four renovated clothes care centers.  Recreation becomes a priority at Briarwoods lively Amenity Park, featuring Sundeck, Grill Area, Bark Park and Play Area and soon to include brand new Outdoor Health and Fitness Stations and Volleyball Court.  Just a mile and a half south of the Penn State University Campus and directly across the street from the State College YMCA and South Hills School of Business and Technology, Briarwood is in a premier location convenient to shopping, schools, and entertainment.  With local bus service coming into Briarwood, all your needs are just minutes away.  The apartments at Briarwood were designed for maximum variety. Whether your need is for a cozy efficiency, a spacious three level four bedroom, or somewhere in between, youll find a home that exceeds your expectations at Briarwood.  We are committed to excellence and resident satisfaction and look forward to welcoming you home at Briarwood Apartments!;https://www.morgan-properties.com/apartments/pa/state-college/briarwood/?utm_source=apartments.com&utm_medium=paid;"Monthly pet rent: $30
One time Fee: $200
Pet deposit: $0
Weight limit: 170 lb
Pet Limit: 2
";40.77304;-77.85604;1.683868720230404
mhmjk7k;One Bedroom- 694 sqft;Call for Rent;1 bed;1 bath;694 sq ft;;https://images1.apartments.com/i2/p32ciLyVMi1LBoP7qw7A-4TYoP3C8HRKJ7JNSCQyaiM/105/image.jpg?p=1;yjlw8bt;https://www.apartments.com/briarwood-apartments-and-townhomes-state-college-pa/yjlw8bt/;679-A Waupelani Dr;US;Briarwood Apartments and Townhomes;679-A Waupelani Dr, State College, PA 16801;Morgan Properties;;$1,234 - $1,524;Studio - 4 Beds;(814) 808-0530;;;$1,234 - $1,524;Studio - 4 bd;1 - 2.5 ba;621 - 2,050 sq ft;A professionally landscaped and lavish courtyard boasting the natural rise and fall of grassy knolls, sparkling duck ponds, and mature willow shade trees create the tranquil atmosphere at Briarwood Apartments, located in State College, PA.  Quality, care, and convenience are apparent throughout the Briarwood community.  With wall to wall carpeting, private patios or balconies, generous closet space and fully equipped kitchens with refrigerator, range, dishwasher, and disposal, Briarwood is the ideal home for you.  Enjoy the conveniences of ample free parking, emergency maintenance service 24-hours a day, 7 days a week and four renovated clothes care centers.  Recreation becomes a priority at Briarwoods lively Amenity Park, featuring Sundeck, Grill Area, Bark Park and Play Area and soon to include brand new Outdoor Health and Fitness Stations and Volleyball Court.  Just a mile and a half south of the Penn State University Campus and directly across the street from the State College YMCA and South Hills School of Business and Technology, Briarwood is in a premier location convenient to shopping, schools, and entertainment.  With local bus service coming into Briarwood, all your needs are just minutes away.  The apartments at Briarwood were designed for maximum variety. Whether your need is for a cozy efficiency, a spacious three level four bedroom, or somewhere in between, youll find a home that exceeds your expectations at Briarwood.  We are committed to excellence and resident satisfaction and look forward to welcoming you home at Briarwood Apartments!;https://www.morgan-properties.com/apartments/pa/state-college/briarwood/?utm_source=apartments.com&utm_medium=paid;"Monthly pet rent: $30
One time Fee: $200
Pet deposit: $0
Weight limit: 170 lb
Pet Limit: 2
";40.77304;-77.85604;1.683868720230404
kbwq0nc;Two Bedroom Townhome - Garden;Call for Rent;2 beds;1.5 baths;1151 sq ft;;https://images1.apartments.com/i2/3zQ2ofsoRuup6nGDILEFn10fmKD8_iaBZXWpvm4qVEY/105/image.jpg?p=1;yjlw8bt;https://www.apartments.com/briarwood-apartments-and-townhomes-state-college-pa/yjlw8bt/;679-A Waupelani Dr;US;Briarwood Apartments and Townhomes;679-A Waupelani Dr, State College, PA 16801;Morgan Properties;;$1,234 - $1,524;Studio - 4 Beds;(814) 808-0530;;;$1,234 - $1,524;Studio - 4 bd;1 - 2.5 ba;621 - 2,050 sq ft;A professionally landscaped and lavish courtyard boasting the natural rise and fall of grassy knolls, sparkling duck ponds, and mature willow shade trees create the tranquil atmosphere at Briarwood Apartments, located in State College, PA.  Quality, care, and convenience are apparent throughout the Briarwood community.  With wall to wall carpeting, private patios or balconies, generous closet space and fully equipped kitchens with refrigerator, range, dishwasher, and disposal, Briarwood is the ideal home for you.  Enjoy the conveniences of ample free parking, emergency maintenance service 24-hours a day, 7 days a week and four renovated clothes care centers.  Recreation becomes a priority at Briarwoods lively Amenity Park, featuring Sundeck, Grill Area, Bark Park and Play Area and soon to include brand new Outdoor Health and Fitness Stations and Volleyball Court.  Just a mile and a half south of the Penn State University Campus and directly across the street from the State College YMCA and South Hills School of Business and Technology, Briarwood is in a premier location convenient to shopping, schools, and entertainment.  With local bus service coming into Briarwood, all your needs are just minutes away.  The apartments at Briarwood were designed for maximum variety. Whether your need is for a cozy efficiency, a spacious three level four bedroom, or somewhere in between, youll find a home that exceeds your expectations at Briarwood.  We are committed to excellence and resident satisfaction and look forward to welcoming you home at Briarwood Apartments!;https://www.morgan-properties.com/apartments/pa/state-college/briarwood/?utm_source=apartments.com&utm_medium=paid;"Monthly pet rent: $30
One time Fee: $200
Pet deposit: $0
Weight limit: 170 lb
Pet Limit: 2
";40.77304;-77.85604;1.683868720230404
7hnrbdw;Two Bedroom 1.5 Bath Townhome- Courtyard;Call for Rent;2 beds;1.5 baths;1314 sq ft;;https://images1.apartments.com/i2/iXhOdrIBoUPYUm62avWkXPv21MNInRAtj-wSQFetpYg/105/image.jpg?p=1;yjlw8bt;https://www.apartments.com/briarwood-apartments-and-townhomes-state-college-pa/yjlw8bt/;679-A Waupelani Dr;US;Briarwood Apartments and Townhomes;679-A Waupelani Dr, State College, PA 16801;Morgan Properties;;$1,234 - $1,524;Studio - 4 Beds;(814) 808-0530;;;$1,234 - $1,524;Studio - 4 bd;1 - 2.5 ba;621 - 2,050 sq ft;A professionally landscaped and lavish courtyard boasting the natural rise and fall of grassy knolls, sparkling duck ponds, and mature willow shade trees create the tranquil atmosphere at Briarwood Apartments, located in State College, PA.  Quality, care, and convenience are apparent throughout the Briarwood community.  With wall to wall carpeting, private patios or balconies, generous closet space and fully equipped kitchens with refrigerator, range, dishwasher, and disposal, Briarwood is the ideal home for you.  Enjoy the conveniences of ample free parking, emergency maintenance service 24-hours a day, 7 days a week and four renovated clothes care centers.  Recreation becomes a priority at Briarwoods lively Amenity Park, featuring Sundeck, Grill Area, Bark Park and Play Area and soon to include brand new Outdoor Health and Fitness Stations and Volleyball Court.  Just a mile and a half south of the Penn State University Campus and directly across the street from the State College YMCA and South Hills School of Business and Technology, Briarwood is in a premier location convenient to shopping, schools, and entertainment.  With local bus service coming into Briarwood, all your needs are just minutes away.  The apartments at Briarwood were designed for maximum variety. Whether your need is for a cozy efficiency, a spacious three level four bedroom, or somewhere in between, youll find a home that exceeds your expectations at Briarwood.  We are committed to excellence and resident satisfaction and look forward to welcoming you home at Briarwood Apartments!;https://www.morgan-properties.com/apartments/pa/state-college/briarwood/?utm_source=apartments.com&utm_medium=paid;"Monthly pet rent: $30
One time Fee: $200
Pet deposit: $0
Weight limit: 170 lb
Pet Limit: 2
";40.77304;-77.85604;1.683868720230404
xrp2t7m;Three Bedroom Townhome-Courtyard;Call for Rent;3 beds;1.5 baths;1476 sq ft;;https://images1.apartments.com/i2/9j9hTi5xd78mBDT6b4bASMrLRKQQot6JZYrtpkGRlec/105/image.jpg?p=1;yjlw8bt;https://www.apartments.com/briarwood-apartments-and-townhomes-state-college-pa/yjlw8bt/;679-A Waupelani Dr;US;Briarwood Apartments and Townhomes;679-A Waupelani Dr, State College, PA 16801;Morgan Properties;;$1,234 - $1,524;Studio - 4 Beds;(814) 808-0530;;;$1,234 - $1,524;Studio - 4 bd;1 - 2.5 ba;621 - 2,050 sq ft;A professionally landscaped and lavish courtyard boasting the natural rise and fall of grassy knolls, sparkling duck ponds, and mature willow shade trees create the tranquil atmosphere at Briarwood Apartments, located in State College, PA.  Quality, care, and convenience are apparent throughout the Briarwood community.  With wall to wall carpeting, private patios or balconies, generous closet space and fully equipped kitchens with refrigerator, range, dishwasher, and disposal, Briarwood is the ideal home for you.  Enjoy the conveniences of ample free parking, emergency maintenance service 24-hours a day, 7 days a week and four renovated clothes care centers.  Recreation becomes a priority at Briarwoods lively Amenity Park, featuring Sundeck, Grill Area, Bark Park and Play Area and soon to include brand new Outdoor Health and Fitness Stations and Volleyball Court.  Just a mile and a half south of the Penn State University Campus and directly across the street from the State College YMCA and South Hills School of Business and Technology, Briarwood is in a premier location convenient to shopping, schools, and entertainment.  With local bus service coming into Briarwood, all your needs are just minutes away.  The apartments at Briarwood were designed for maximum variety. Whether your need is for a cozy efficiency, a spacious three level four bedroom, or somewhere in between, youll find a home that exceeds your expectations at Briarwood.  We are committed to excellence and resident satisfaction and look forward to welcoming you home at Briarwood Apartments!;https://www.morgan-properties.com/apartments/pa/state-college/briarwood/?utm_source=apartments.com&utm_medium=paid;"Monthly pet rent: $30
One time Fee: $200
Pet deposit: $0
Weight limit: 170 lb
Pet Limit: 2
";40.77304;-77.85604;1.683868720230404
